rgn_id;sciname;iucn_sid;year;eval_yr;category;;;
7;Balaenoptera acutorostrata;2474;1996;1996;NT;;;
7;Balaenoptera musculus;2477;1996;1996;EN;;;
7;Balaenoptera physalus;2478;1996;1996;EN;;;
7;Caretta caretta;3897;1996;1996;EN;;;
7;Caretta caretta;84156809;1996;;;;;
7;Cetorhinus maximus;4292;1996;1996;VU;;;
7;Chelonia mydas;4615;1996;1996;EN;;;
7;Dermochelys coriacea;6494;1996;1996;EN;;;
7;Dermochelys coriacea;46967807;1996;;;;;
7;Eretmochelys imbricata;8005;1996;1996;CR;;;
7;Galeocerdo cuvier;39378;1996;;;;;
7;Isurus oxyrinchus;39341;1996;;;;;
7;Isurus oxyrinchus;161751;1996;;;;;
7;Lepidochelys olivacea;11534;1996;1996;EN;;;
7;Megachasma pelagios;39338;1996;;;;;
7;Megaptera novaeangliae;13006;1996;1996;VU;;;
7;Prionace glauca;39381;1996;;;;;
7;Rhincodon typus;19488;1996;1996;DD;;;
7;Steno bredanensis;20738;1996;1996;DD;;;
7;Alopias vulpinus;39339;1995;;;;;
7;Balaenoptera acutorostrata;2474;1995;;;;;
7;Balaenoptera musculus;2477;1995;1994;EN;;;
7;Balaenoptera physalus;2478;1995;1994;VU;;;
7;Caretta caretta;3897;1995;1994;VU;;;
7;Caretta caretta;84156809;1995;;;;;
7;Cetorhinus maximus;4292;1995;1994;K;;;
7;Chelonia mydas;4615;1995;1994;EN;;;
7;Dermochelys coriacea;6494;1995;1994;EN;;;
7;Dermochelys coriacea;46967807;1995;;;;;
7;Eretmochelys imbricata;8005;1995;1994;EN;;;
7;Galeocerdo cuvier;39378;1995;;;;;
7;Isurus oxyrinchus;39341;1995;;;;;
7;Isurus oxyrinchus;161751;1995;;;;;
7;Lepidochelys olivacea;11534;1995;1994;EN;;;
7;Megachasma pelagios;39338;1995;;;;;
7;Megaptera novaeangliae;13006;1995;1994;VU;;;
7;Prionace glauca;39381;1995;;;;;
7;Rhincodon typus;19488;1995;1996;I;;;
7;Steno bredanensis;20738;1995;1996;IK;;;
7;Alopias vulpinus;39339;1994;;;;;
7;Balaenoptera acutorostrata;2474;1994;;;;;
7;Balaenoptera musculus;2477;1994;1994;EN;;;
7;Balaenoptera physalus;2478;1994;1994;VU;;;
7;Caretta caretta;3897;1994;1994;VU;;;
7;Caretta caretta;84156809;1994;;;;;
7;Cetorhinus maximus;4292;1994;1994;K;;;
7;Chelonia mydas;4615;1994;1994;EN;;;
7;Dermochelys coriacea;6494;1994;1994;EN;;;
7;Dermochelys coriacea;46967807;1994;;;;;
7;Eretmochelys imbricata;8005;1994;1994;EN;;;
7;Galeocerdo cuvier;39378;1994;;;;;
7;Isurus oxyrinchus;39341;1994;;;;;
7;Isurus oxyrinchus;161751;1994;;;;;
7;Lepidochelys olivacea;11534;1994;1994;EN;;;
7;Megachasma pelagios;39338;1994;;;;;
7;Megaptera novaeangliae;13006;1994;1994;VU;;;
7;Prionace glauca;39381;1994;;;;;
7;Rhincodon typus;19488;1994;1994;I;;;
7;Steno bredanensis;20738;1994;1994;IK;;;
7;Alopias vulpinus;39339;1993;;;;;
7;Balaenoptera acutorostrata;2474;1993;;;;;
7;Balaenoptera musculus;2477;1993;1990;EN;;;
7;Balaenoptera physalus;2478;1993;1990;VU;;;
7;Caretta caretta;3897;1993;1990;VU;;;
7;Caretta caretta;84156809;1993;;;;;
7;Cetorhinus maximus;4292;1993;1990;K;;;
7;Chelonia mydas;4615;1993;1990;EN;;;
7;Dermochelys coriacea;6494;1993;1990;EN;;;
7;Dermochelys coriacea;46967807;1993;;;;;
7;Eretmochelys imbricata;8005;1993;1990;EN;;;
7;Galeocerdo cuvier;39378;1993;;;;;
7;Isurus oxyrinchus;39341;1993;;;;;
7;Isurus oxyrinchus;161751;1993;;;;;
7;Lepidochelys olivacea;11534;1993;1990;EN;;;
7;Megachasma pelagios;39338;1993;;;;;
7;Megaptera novaeangliae;13006;1993;1990;VU;;;
7;Prionace glauca;39381;1993;;;;;
7;Rhincodon typus;19488;1993;1990;I;;;
7;Steno bredanensis;20738;1993;1994;IK;;;
7;Alopias vulpinus;39339;1992;;;;;
7;Balaenoptera acutorostrata;2474;1992;;;;;
7;Balaenoptera musculus;2477;1992;1990;EN;;;
7;Balaenoptera physalus;2478;1992;1990;VU;;;
7;Caretta caretta;3897;1992;1990;VU;;;
7;Caretta caretta;84156809;1992;;;;;
7;Cetorhinus maximus;4292;1992;1990;K;;;
7;Chelonia mydas;4615;1992;1990;EN;;;
7;Dermochelys coriacea;6494;1992;1990;EN;;;
7;Dermochelys coriacea;46967807;1992;;;;;
7;Eretmochelys imbricata;8005;1992;1990;EN;;;
7;Galeocerdo cuvier;39378;1992;;;;;
7;Isurus oxyrinchus;39341;1992;;;;;
7;Isurus oxyrinchus;161751;1992;;;;;
7;Lepidochelys olivacea;11534;1992;1990;EN;;;
7;Megachasma pelagios;39338;1992;;;;;
7;Megaptera novaeangliae;13006;1992;1990;VU;;;
7;Prionace glauca;39381;1992;;;;;
7;Rhincodon typus;19488;1992;1990;I;;;
7;Steno bredanensis;20738;1992;1994;IK;;;
