rgn_id;sciname;iucn_sid;year;eval_yr;category;;;
6;Galeocerdo cuvier;39378;2009;2009;NT;;;
6;Isurus oxyrinchus;39341;2009;2009;VU;;;
6;Isurus oxyrinchus;161751;2009;2009;NT;;;
6;Lepidochelys olivacea;11534;2009;2008;VU;;;
6;Megachasma pelagios;39338;2009;2005;DD;;;
6;Megaptera novaeangliae;13006;2009;2008;LC;;;
6;Prionace glauca;39381;2009;2009;NT;;;
6;Rhincodon typus;19488;2009;2005;VU;;;
6;Steno bredanensis;20738;2009;2008;LC;;;
6;Alopias vulpinus;39339;2008;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2008;2008;LC;;;
6;Balaenoptera musculus;2477;2008;2008;EN;;;
6;Balaenoptera physalus;2478;2008;2008;EN;;;
6;Caretta caretta;3897;2008;1996;EN;;;
6;Caretta caretta;84156809;2008;;;;;
6;Cetorhinus maximus;4292;2008;2005;VU;;;
6;Chelonia mydas;4615;2008;2004;EN;;;
6;Dermochelys coriacea;6494;2008;2000;CR;;;
6;Dermochelys coriacea;46967807;2008;;;;;
6;Eretmochelys imbricata;8005;2008;2008;CR;;;
6;Galeocerdo cuvier;39378;2008;2000;NT;;;
6;Isurus oxyrinchus;39341;2008;2000;NT;;;
6;Isurus oxyrinchus;161751;2008;;;;;
6;Lepidochelys olivacea;11534;2008;2008;VU;;;
6;Megachasma pelagios;39338;2008;2005;DD;;;
6;Megaptera novaeangliae;13006;2008;2008;LC;;;
6;Prionace glauca;39381;2008;2000;NT;;;
6;Rhincodon typus;19488;2008;2005;VU;;;
6;Steno bredanensis;20738;2008;2008;LC;;;
6;Alopias vulpinus;39339;2007;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2007;1996;NT;;;
6;Balaenoptera musculus;2477;2007;1996;EN;;;
6;Balaenoptera physalus;2478;2007;1996;EN;;;
6;Caretta caretta;3897;2007;1996;EN;;;
6;Caretta caretta;84156809;2007;;;;;
6;Cetorhinus maximus;4292;2007;2005;VU;;;
6;Chelonia mydas;4615;2007;2004;EN;;;
6;Dermochelys coriacea;6494;2007;2000;CR;;;
6;Dermochelys coriacea;46967807;2007;;;;;
6;Eretmochelys imbricata;8005;2007;1996;CR;;;
6;Galeocerdo cuvier;39378;2007;2000;NT;;;
6;Isurus oxyrinchus;39341;2007;2000;NT;;;
6;Isurus oxyrinchus;161751;2007;;;;;
6;Lepidochelys olivacea;11534;2007;1996;EN;;;
6;Megachasma pelagios;39338;2007;2005;DD;;;
6;Megaptera novaeangliae;13006;2007;1996;VU;;;
6;Prionace glauca;39381;2007;2000;NT;;;
6;Rhincodon typus;19488;2007;2005;VU;;;
6;Steno bredanensis;20738;2007;1996;DD;;;
6;Alopias vulpinus;39339;2006;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2006;1996;NT;;;
6;Balaenoptera musculus;2477;2006;1996;EN;;;
6;Balaenoptera physalus;2478;2006;1996;EN;;;
6;Caretta caretta;3897;2006;1996;EN;;;
6;Caretta caretta;84156809;2006;;;;;
6;Cetorhinus maximus;4292;2006;2005;VU;;;
6;Chelonia mydas;4615;2006;2004;EN;;;
6;Dermochelys coriacea;6494;2006;2000;CR;;;
6;Dermochelys coriacea;46967807;2006;;;;;
6;Eretmochelys imbricata;8005;2006;1996;CR;;;
6;Galeocerdo cuvier;39378;2006;2000;NT;;;
6;Isurus oxyrinchus;39341;2006;2000;NT;;;
6;Isurus oxyrinchus;161751;2006;;;;;
6;Lepidochelys olivacea;11534;2006;1996;EN;;;
6;Megachasma pelagios;39338;2006;2005;DD;;;
6;Megaptera novaeangliae;13006;2006;1996;VU;;;
6;Prionace glauca;39381;2006;2000;NT;;;
6;Rhincodon typus;19488;2006;2005;VU;;;
6;Steno bredanensis;20738;2006;1996;DD;;;
6;Alopias vulpinus;39339;2005;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2005;1996;NT;;;
6;Balaenoptera musculus;2477;2005;1996;EN;;;
6;Balaenoptera physalus;2478;2005;1996;EN;;;
6;Caretta caretta;3897;2005;1996;EN;;;
6;Caretta caretta;84156809;2005;;;;;
6;Cetorhinus maximus;4292;2005;2005;VU;;;
6;Chelonia mydas;4615;2005;2004;EN;;;
6;Dermochelys coriacea;6494;2005;2000;CR;;;
6;Dermochelys coriacea;46967807;2005;;;;;
6;Eretmochelys imbricata;8005;2005;1996;CR;;;
6;Galeocerdo cuvier;39378;2005;2000;NT;;;
6;Isurus oxyrinchus;39341;2005;2000;NT;;;
6;Isurus oxyrinchus;161751;2005;;;;;
6;Lepidochelys olivacea;11534;2005;1996;EN;;;
6;Megachasma pelagios;39338;2005;2005;DD;;;
6;Megaptera novaeangliae;13006;2005;1996;VU;;;
6;Prionace glauca;39381;2005;2000;NT;;;
6;Rhincodon typus;19488;2005;2005;VU;;;
6;Steno bredanensis;20738;2005;1996;DD;;;
6;Alopias vulpinus;39339;2004;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2004;1996;NT;;;
6;Balaenoptera musculus;2477;2004;1996;EN;;;
6;Balaenoptera physalus;2478;2004;1996;EN;;;
6;Caretta caretta;3897;2004;1996;EN;;;
6;Caretta caretta;84156809;2004;;;;;
6;Cetorhinus maximus;4292;2004;2000;VU;;;
6;Chelonia mydas;4615;2004;2004;EN;;;
6;Dermochelys coriacea;6494;2004;2000;CR;;;
6;Dermochelys coriacea;46967807;2004;;;;;
6;Eretmochelys imbricata;8005;2004;1996;CR;;;
6;Galeocerdo cuvier;39378;2004;2000;NT;;;
6;Isurus oxyrinchus;39341;2004;2000;NT;;;
6;Isurus oxyrinchus;161751;2004;;;;;
6;Lepidochelys olivacea;11534;2004;1996;EN;;;
6;Megachasma pelagios;39338;2004;2000;DD;;;
6;Megaptera novaeangliae;13006;2004;1996;VU;;;
6;Prionace glauca;39381;2004;2000;NT;;;
6;Rhincodon typus;19488;2004;2000;VU;;;
6;Steno bredanensis;20738;2004;1996;DD;;;
6;Alopias vulpinus;39339;2003;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2003;1996;NT;;;
6;Balaenoptera musculus;2477;2003;1996;EN;;;
6;Balaenoptera physalus;2478;2003;1996;EN;;;
6;Caretta caretta;3897;2003;1996;EN;;;
6;Caretta caretta;84156809;2003;;;;;
6;Cetorhinus maximus;4292;2003;2000;VU;;;
6;Chelonia mydas;4615;2003;1996;EN;;;
6;Dermochelys coriacea;6494;2003;2000;CR;;;
6;Dermochelys coriacea;46967807;2003;;;;;
6;Eretmochelys imbricata;8005;2003;1996;CR;;;
6;Galeocerdo cuvier;39378;2003;2000;NT;;;
6;Isurus oxyrinchus;39341;2003;2000;NT;;;
6;Isurus oxyrinchus;161751;2003;;;;;
6;Lepidochelys olivacea;11534;2003;1996;EN;;;
6;Megachasma pelagios;39338;2003;2000;DD;;;
6;Megaptera novaeangliae;13006;2003;1996;VU;;;
6;Prionace glauca;39381;2003;2000;NT;;;
6;Rhincodon typus;19488;2003;2000;VU;;;
6;Steno bredanensis;20738;2003;1996;DD;;;
6;Alopias vulpinus;39339;2002;2002;DD;;;
6;Balaenoptera acutorostrata;2474;2002;1996;NT;;;
6;Balaenoptera musculus;2477;2002;1996;EN;;;
6;Balaenoptera physalus;2478;2002;1996;EN;;;
6;Caretta caretta;3897;2002;1996;EN;;;
6;Caretta caretta;84156809;2002;;;;;
6;Cetorhinus maximus;4292;2002;2000;VU;;;
6;Chelonia mydas;4615;2002;1996;EN;;;
6;Dermochelys coriacea;6494;2002;2000;CR;;;
6;Dermochelys coriacea;46967807;2002;;;;;
6;Eretmochelys imbricata;8005;2002;1996;CR;;;
6;Galeocerdo cuvier;39378;2002;2000;NT;;;
6;Isurus oxyrinchus;39341;2002;2000;NT;;;
6;Isurus oxyrinchus;161751;2002;;;;;
6;Lepidochelys olivacea;11534;2002;1996;EN;;;
6;Megachasma pelagios;39338;2002;2000;DD;;;
6;Megaptera novaeangliae;13006;2002;1996;VU;;;
6;Prionace glauca;39381;2002;2000;NT;;;
6;Rhincodon typus;19488;2002;2000;VU;;;
6;Steno bredanensis;20738;2002;1996;DD;;;
6;Alopias vulpinus;39339;2001;2000;DD;;;
6;Balaenoptera acutorostrata;2474;2001;1996;NT;;;
6;Balaenoptera musculus;2477;2001;1996;EN;;;
6;Balaenoptera physalus;2478;2001;1996;EN;;;
6;Caretta caretta;3897;2001;1996;EN;;;
6;Caretta caretta;84156809;2001;;;;;
6;Cetorhinus maximus;4292;2001;2000;VU;;;
6;Chelonia mydas;4615;2001;1996;EN;;;
6;Dermochelys coriacea;6494;2001;2000;CR;;;
6;Dermochelys coriacea;46967807;2001;;;;;
6;Eretmochelys imbricata;8005;2001;1996;CR;;;
6;Galeocerdo cuvier;39378;2001;2000;NT;;;
6;Isurus oxyrinchus;39341;2001;2000;NT;;;
6;Isurus oxyrinchus;161751;2001;;;;;
6;Lepidochelys olivacea;11534;2001;1996;EN;;;
6;Megachasma pelagios;39338;2001;2000;DD;;;
6;Megaptera novaeangliae;13006;2001;1996;VU;;;
6;Prionace glauca;39381;2001;2000;NT;;;
6;Rhincodon typus;19488;2001;2000;VU;;;
6;Steno bredanensis;20738;2001;1996;DD;;;
6;Alopias vulpinus;39339;2000;2000;DD;;;
6;Balaenoptera acutorostrata;2474;2000;1996;NT;;;
6;Balaenoptera musculus;2477;2000;1996;EN;;;
6;Balaenoptera physalus;2478;2000;1996;EN;;;
6;Caretta caretta;3897;2000;1996;EN;;;
6;Caretta caretta;84156809;2000;;;;;
6;Cetorhinus maximus;4292;2000;2000;VU;;;
6;Chelonia mydas;4615;2000;1996;EN;;;
6;Dermochelys coriacea;6494;2000;2000;CR;;;
6;Dermochelys coriacea;46967807;2000;;;;;
6;Eretmochelys imbricata;8005;2000;1996;CR;;;
6;Galeocerdo cuvier;39378;2000;2000;NT;;;
6;Isurus oxyrinchus;39341;2000;2000;NT;;;
6;Isurus oxyrinchus;161751;2000;;;;;
6;Lepidochelys olivacea;11534;2000;1996;EN;;;
6;Megachasma pelagios;39338;2000;2000;DD;;;
6;Megaptera novaeangliae;13006;2000;1996;VU;;;
6;Prionace glauca;39381;2000;2000;NT;;;
6;Rhincodon typus;19488;2000;2000;VU;;;
6;Steno bredanensis;20738;2000;1996;DD;;;
6;Alopias vulpinus;39339;1999;;;;;
6;Balaenoptera acutorostrata;2474;1999;1996;NT;;;
6;Balaenoptera musculus;2477;1999;1996;EN;;;
6;Balaenoptera physalus;2478;1999;1996;EN;;;
6;Caretta caretta;3897;1999;1996;EN;;;
6;Caretta caretta;84156809;1999;;;;;
6;Cetorhinus maximus;4292;1999;1996;VU;;;
6;Chelonia mydas;4615;1999;1996;EN;;;
6;Dermochelys coriacea;6494;1999;1996;EN;;;
6;Dermochelys coriacea;46967807;1999;;;;;
6;Eretmochelys imbricata;8005;1999;1996;CR;;;
6;Galeocerdo cuvier;39378;1999;;;;;
6;Isurus oxyrinchus;39341;1999;;;;;
6;Isurus oxyrinchus;161751;1999;;;;;
6;Lepidochelys olivacea;11534;1999;1996;EN;;;
6;Megachasma pelagios;39338;1999;;;;;
6;Megaptera novaeangliae;13006;1999;1996;VU;;;
6;Prionace glauca;39381;1999;;;;;
6;Rhincodon typus;19488;1999;1996;DD;;;
6;Steno bredanensis;20738;1999;1996;DD;;;
6;Alopias vulpinus;39339;1998;;;;;
6;Balaenoptera acutorostrata;2474;1998;1996;NT;;;
6;Balaenoptera musculus;2477;1998;1996;EN;;;
6;Balaenoptera physalus;2478;1998;1996;EN;;;
6;Caretta caretta;3897;1998;1996;EN;;;
6;Caretta caretta;84156809;1998;;;;;
6;Cetorhinus maximus;4292;1998;1996;VU;;;
6;Chelonia mydas;4615;1998;1996;EN;;;
6;Dermochelys coriacea;6494;1998;1996;EN;;;
6;Dermochelys coriacea;46967807;1998;;;;;
6;Eretmochelys imbricata;8005;1998;1996;CR;;;
6;Galeocerdo cuvier;39378;1998;;;;;
6;Isurus oxyrinchus;39341;1998;;;;;
6;Isurus oxyrinchus;161751;1998;;;;;
6;Lepidochelys olivacea;11534;1998;1996;EN;;;
6;Megachasma pelagios;39338;1998;;;;;
6;Megaptera novaeangliae;13006;1998;1996;VU;;;
6;Prionace glauca;39381;1998;;;;;
6;Rhincodon typus;19488;1998;1996;DD;;;
6;Steno bredanensis;20738;1998;1996;DD;;;
6;Alopias vulpinus;39339;1997;;;;;
6;Balaenoptera acutorostrata;2474;1997;1996;NT;;;
6;Balaenoptera musculus;2477;1997;1996;EN;;;
6;Balaenoptera physalus;2478;1997;1996;EN;;;
6;Caretta caretta;3897;1997;1996;EN;;;
6;Caretta caretta;84156809;1997;;;;;
6;Cetorhinus maximus;4292;1997;1996;VU;;;
6;Chelonia mydas;4615;1997;1996;EN;;;
6;Dermochelys coriacea;6494;1997;1996;EN;;;
6;Dermochelys coriacea;46967807;1997;;;;;
6;Eretmochelys imbricata;8005;1997;1996;CR;;;
6;Galeocerdo cuvier;39378;1997;;;;;
6;Isurus oxyrinchus;39341;1997;;;;;
6;Isurus oxyrinchus;161751;1997;;;;;
6;Lepidochelys olivacea;11534;1997;1996;EN;;;
6;Megachasma pelagios;39338;1997;;;;;
6;Megaptera novaeangliae;13006;1997;1996;VU;;;
6;Prionace glauca;39381;1997;;;;;
6;Rhincodon typus;19488;1997;1996;DD;;;
6;Steno bredanensis;20738;1997;1996;DD;;;
6;Alopias vulpinus;39339;1996;;;;;
6;Balaenoptera acutorostrata;2474;1996;1996;NT;;;
6;Balaenoptera musculus;2477;1996;1996;EN;;;
6;Balaenoptera physalus;2478;1996;1996;EN;;;
6;Caretta caretta;3897;1996;1996;EN;;;
6;Caretta caretta;84156809;1996;;;;;
6;Cetorhinus maximus;4292;1996;1996;VU;;;
6;Chelonia mydas;4615;1996;1996;EN;;;
6;Dermochelys coriacea;6494;1996;1996;EN;;;
6;Dermochelys coriacea;46967807;1996;;;;;
6;Eretmochelys imbricata;8005;1996;1996;CR;;;
6;Galeocerdo cuvier;39378;1996;;;;;
6;Isurus oxyrinchus;39341;1996;;;;;
6;Isurus oxyrinchus;161751;1996;;;;;
6;Lepidochelys olivacea;11534;1996;1996;EN;;;
6;Megachasma pelagios;39338;1996;;;;;
6;Megaptera novaeangliae;13006;1996;1996;VU;;;
6;Prionace glauca;39381;1996;;;;;
6;Rhincodon typus;19488;1996;1996;DD;;;
6;Steno bredanensis;20738;1996;1996;DD;;;
6;Alopias vulpinus;39339;1995;;;;;
6;Balaenoptera acutorostrata;2474;1995;1994;DD;K;;
6;Balaenoptera musculus;2477;1995;1994;EN;;;
6;Balaenoptera physalus;2478;1995;1994;VU;;;
6;Caretta caretta;3897;1995;1994;VU;;;
6;Caretta caretta;84156809;1995;;;;;
6;Cetorhinus maximus;4292;1995;1994;K;;;
6;Chelonia mydas;4615;1995;1994;EN;;;
6;Dermochelys coriacea;6494;1995;1994;EN;;;
6;Dermochelys coriacea;46967807;1995;;;;;
6;Eretmochelys imbricata;8005;1995;1994;EN;;;
6;Galeocerdo cuvier;39378;1995;;;;;
6;Isurus oxyrinchus;39341;1995;;;;;
6;Isurus oxyrinchus;161751;1995;;;;;
6;Lepidochelys olivacea;11534;1995;1994;EN;;;
6;Megachasma pelagios;39338;1995;;;;;
6;Megaptera novaeangliae;13006;1995;1994;VU;;;
6;Prionace glauca;39381;1995;;;;;
6;Rhincodon typus;19488;1995;1994;I;;;
6;Steno bredanensis;20738;1995;1996;IK;;;
6;Alopias vulpinus;39339;1994;;;;;
6;Balaenoptera acutorostrata;2474;1994;1994;DD;K;;
6;Balaenoptera musculus;2477;1994;1994;EN;;;
6;Balaenoptera physalus;2478;1994;1994;VU;;;
6;Caretta caretta;3897;1994;1994;VU;;;
6;Caretta caretta;84156809;1994;;;;;
6;Cetorhinus maximus;4292;1994;1994;K;;;
6;Chelonia mydas;4615;1994;1994;EN;;;
6;Dermochelys coriacea;6494;1994;1994;EN;;;
6;Dermochelys coriacea;46967807;1994;;;;;
6;Eretmochelys imbricata;8005;1994;1994;EN;;;
6;Galeocerdo cuvier;39378;1994;;;;;
6;Isurus oxyrinchus;39341;1994;;;;;
6;Isurus oxyrinchus;161751;1994;;;;;
6;Lepidochelys olivacea;11534;1994;1994;EN;;;
